CallNo,RptNo,PRA,Beat,OffId,FromDateTime,ToDateTime,NatCall,Title,Location,AptNo,RunDate,RunDataBeginDate,RunDataEndDate,lon,lat,address
130170467,130003071,422A,520,2689,1/14/2013 0:01,1/17/2013 15:06,RBURGR,BURGLARY-RESIDENTIAL,6117 AUTUMN SPRINGS DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1720969,32.646235,"6117 autumn springs drive, arlington, tx 76001, usa"
130180230,130003231,225,360,807,1/18/2013 5:30,1/18/2013 6:30,RBURGR,BURGLARY-RESIDENTIAL,1838 WESTCREST DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.14058,32.714386,"1838 westcrest drive, arlington, tx 76013, usa"
130220562,130004054,46,210,2220,1/12/2013 19:00,,RBURGR,BURGLARY-RESIDENTIAL,1833 E CEDAR ELM DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.128379,32.764507,"1833 east cedar elm drive, arlington, tx 76012, usa"
130240655,130004466,243,430,1693,1/24/2013 9:30,1/24/2013 16:00,RBURGR,BURGLARY-RESIDENTIAL,2003 SOUTHRIDGE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.101448,32.711816,"2003 southridge drive, arlington, tx 76010, usa"
130290328,130005506,282,420,2529,1/29/2013 14:43,,RBURGR,BURGLARY-RESIDENTIAL,3109 E PARK ROW DR,146,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0536336,32.7207098,"3109 east park row drive, arlington, tx 76010, usa"
130290511,130005545,377,480,2322,1/29/2013 8:00,1/29/2013 15:36,RBURGR,BURGLARY-RESIDENTIAL,3009 AMBERWAY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.071276,32.694381,"3009 amberway drive, arlington, tx 76014, usa"
130380738,130007372,444B,570,2710,2/7/2013 10:30,2/7/2013 14:30,RBURGR,BURGLARY-RESIDENTIAL,7931 MOURNING DOVE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.112624,32.61616,"7931 mourning dove drive, arlington, tx 76002, usa"
130500798,130009711,376,480,2322,2/19/2013 16:16,,RBURGR,BURGLARY-RESIDENTIAL,2310 SUMMER PLACE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0712772,32.705228,"2310 summer place drive, arlington, tx 76014, usa"
130570753,130011191,204,340,1521,2/26/2013 8:14,2/26/2013 14:13,RBURGR,BURGLARY-RESIDENTIAL,3701 N SHADYCREEK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.166298,32.7303998,"3701 shady creek drive north, arlington, tx 76013, usa"
121880526,120039743,265,440,2757,7/6/2012 13:05,,RBURGR,BURGLARY-RESIDENTIAL,1034 BLAND DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0948611,32.7090945,"1034 bland drive, arlington, tx 76010, usa"
121910670,120040395,470A,580,1406,7/9/2012 13:00,7/9/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,2201 MAINSAIL LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069631,32.629489,"2201 mainsail lane, arlington, tx 76002, usa"
121920635,120040587,260,440,2765,7/8/2012 20:00,7/9/2012 17:00,RBURGR,BURGLARY-RESIDENTIAL,1523 CARSWELL TE,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.093036,32.718907,"1523 carswell terrace, arlington, tx 76010, usa"
121940401,120040981,208,360,720,7/12/2012 10:37,7/12/2012 10:45,RBURGR,BURGLARY-RESIDENTIAL,1917 VALLEY LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.13838,32.724583,"1917 valley lane, arlington, tx 76013, usa"
121950792,120041283,352,380,2452,7/13/2012 11:00,7/13/2012 16:30,RBURGR,BURGLARY-RESIDENTIAL,2800 FOX HILL DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.137826,32.699326,"2800 fox hill drive, arlington, tx 76015, usa"
121980821,120041961,214,260,2183,7/16/2012 1:00,7/16/2012 1:20,RBURGR,BURGLARY-RESIDENTIAL,111 E THIRD ST,214,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.106382,32.730859,"111 east 3rd street, arlington, tx 76010, usa"
122010872,120042585,464,580,2629,4/28/2012 13:00,4/30/2012 13:00,RBURGR,BURGLARY-RESIDENTIAL,8115 MOSSBERG DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095043,32.615486,"8115 mossberg drive, arlington, tx 76002, usa"
122020961,120042842,305,350,2755,7/19/2012 18:00,7/20/2012 20:00,RBURGR,BURGLARY-RESIDENTIAL,4405 CHURCHWOOD DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.177081,32.699772,"4405 churchwood drive, arlington, tx 76016, usa"
122040596,120043249,205,340,2658,7/22/2012 16:11,7/22/2012 16:11,RBURGR,BURGLARY-RESIDENTIAL,2912 LAKESHORE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.156784,32.730977,"2912 lakeshore drive, arlington, tx 76013, usa"
122100747,120044520,423B,520,2474,7/28/2012 0:01,7/28/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,2101 PINWOOD CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.139926,32.648358,"2101 pinwood circle, arlington, tx 76001, usa"
121370628,120028551,360,380,2457,5/16/2012 9:00,5/16/2012 14:42,RBURGR,BURGLARY-RESIDENTIAL,709 HIGH POINT RD,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.118557,32.684267,"709 high point road, arlington, tx 76015, usa"
121380817,120028785,132,330,2726,5/17/2012 18:43,,RBURGR,BURGLARY-RESIDENTIAL,610 LOST SPRINGS CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.14689,32.7413359,"610 lost springs court, arlington, tx 76012, usa"
121400237,120029119,113,250,2183,5/19/2012 5:00,5/19/2012 5:26,RBURGR,BURGLARY-RESIDENTIAL,1215 N COOPER ST,205,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1135783,32.7532465,"1215 north cooper street, arlington, tx 76011, usa"
121400340,120029165,422A,520,2756,5/18/2012 23:00,5/19/2012 9:30,RBURGR,BURGLARY-RESIDENTIAL,6210 AUTUMN SPRINGS CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.172635,32.644952,"6210 autumn springs court, arlington, tx 76001, usa"
121441070,120030125,377,480,2322,5/9/2012 20:32,,RBURGR,BURGLARY-RESIDENTIAL,2440 E TIMBERVIEW LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.065565,32.700209,"2440 east timberview lane, arlington, tx 76014, usa"
121450069,120030174,356A,380,2410,5/19/2012 13:45,5/24/2012 1:00,RBURGR,BURGLARY-RESIDENTIAL,1927 RIDGEBROOK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.139741,32.682884,"1927 ridgebrook drive, arlington, tx 76015, usa"
121450427,120030255,414A,550,1755,5/24/2012 12:15,,RBURGR,BURGLARY-RESIDENTIAL,5018 OSAGE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.113104,32.663937,"5018 osage drive, arlington, tx 76018, usa"
121480858,120031068,117,270,2636,5/27/2012 8:00,5/27/2012 21:30,RBURGR,BURGLARY-RESIDENTIAL,700 E RANDOL MILL RD,126,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0990464,32.7497909,"700 east randol mill road, arlington, tx 76011, usa"
121490252,120031136,425B,530,2377,5/27/2012 22:00,5/28/2012 8:33,RBURGR,BURGLARY-RESIDENTIAL,6609 SHOAL CREEK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.122525,32.636631,"6609 shoal creek drive, arlington, tx 76001, usa"
121501019,120031537,132,330,2687,5/29/2012 19:58,,RBURGR,BURGLARY-RESIDENTIAL,527 LAMPLIGHTER CR,39,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1435241,32.7395281,"527 lamplighter circle, arlington, tx 76012, usa"
121560641,120032849,337,310,2651,6/4/2012 17:21,6/4/2012 19:22,RBURGR,BURGLARY-RESIDENTIAL,4617 ISLAND BAY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.2323951,32.6717,"4617 island bay drive, arlington, tx 76016, usa"
121570594,120033038,136,260,1430,6/5/2012 8:30,6/5/2012 13:30,RBURGR,BURGLARY-RESIDENTIAL,608 PRAIRIE ST,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1133629,32.7399685,"608 prairie street, arlington, tx 76011, usa"
121610455,120033847,452,560,2345,6/7/2012 4:00,6/9/2012 9:20,RBURGR,BURGLARY-RESIDENTIAL,1504 COLONNADE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.083649,32.656743,"1504 colonnade drive, arlington, tx 76018, usa"
121630149,120034235,405,320,1834,6/10/2012 23:00,6/11/2012 6:00,RBURGR,BURGLARY-RESIDENTIAL,5009 POINTCLEAR CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.203089,32.664431,"5009 pointclear court, arlington, tx 76017, usa"
121640653,120034542,435,520,424,6/12/2012 11:15,6/12/2012 15:06,RBURGR,BURGLARY-RESIDENTIAL,7102 SPRUCE FOREST CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.167748,32.628328,"7102 spruce forest court, arlington, tx 76001, usa"
121660554,120034925,321,460,2174,6/12/2012 17:00,6/13/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,514 SALEM DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1043394,32.6947113,"514 salem drive, arlington, tx 76014, usa"
121680646,120035461,266,440,2688,6/15/2012 19:00,6/16/2012 12:00,RBURGR,BURGLARY-RESIDENTIAL,1818 GLYNN OAKS DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0805759,32.711821,"1818 glynn oaks drive, arlington, tx 76010, usa"
121690060,120035567,440B,570,2373,6/17/2012 1:04,,RBURGR,BURGLARY-RESIDENTIAL,807 TWIN PARKS CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1178984,32.6263499,"807 twin parks court, arlington, tx 76001, usa"
121710433,120036058,377,480,2557,6/19/2012 10:15,6/19/2012 11:30,RBURGR,BURGLARY-RESIDENTIAL,2317 BROOKDALE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.06902,32.697626,"2317 brookdale drive, arlington, tx 76014, usa"
121720955,120036402,416,530,2339,6/15/2012 6:00,6/20/2012 21:10,RBURGR,BURGLARY-RESIDENTIAL,1001 WHITE DOVE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.126509,32.653169,"1001 white dove drive, arlington, tx 76017, usa"
121760161,120037083,374,470,2751,6/23/2012 23:00,6/24/2012 2:48,RBURGR,BURGLARY-RESIDENTIAL,1821 BRIAR MEADOW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.081047,32.696537,"1821 briar meadow drive, arlington, tx 76014, usa"
121760416,120037153,468,580,2629,6/23/2012 12:00,6/23/2012 21:00,RBURGR,BURGLARY-RESIDENTIAL,1303 CLOYNE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0890019,32.6246409,"1303 cloyne drive, arlington, tx 76002, usa"
121810809,120038256,253,440,2694,6/29/2012 13:30,6/29/2012 18:15,RBURGR,BURGLARY-RESIDENTIAL,1414 PERRIN ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.088887,32.721941,"1414 perrin street, arlington, tx 76010, usa"
121900243,120040130,425B,530,2377,7/8/2012 0:01,7/8/2012 8:31,RBURGR,BURGLARY-RESIDENTIAL,872 W LYNN CREEK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.123156,32.637777,"872 west lynn creek drive, arlington, tx 76001, usa"
121960785,120041518,208,360,2433,7/14/2012 18:09,,RBURGR,BURGLARY-RESIDENTIAL,535 E NORWOOD CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.146964,32.7305599,"535 east norwood circle, arlington, tx 76013, usa"
121970339,120041646,332,310,1834,7/13/2012 17:00,7/15/2012 9:30,RBURGR,BURGLARY-RESIDENTIAL,4109 BARNSLEY CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.198481,32.682492,"4109 barnsley court, arlington, tx 76016, usa"
121980638,120041901,374,470,2322,7/16/2012 17:29,,RBURGR,BURGLARY-RESIDENTIAL,1714 CORONADO ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0831,32.699129,"1714 coronado street, arlington, tx 76014, usa"
121980874,120041956,225,360,2410,7/16/2012 11:00,7/16/2012 23:00,RBURGR,BURGLARY-RESIDENTIAL,1617 ENGLAND RD,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.13558,32.719057,"1617 england road, arlington, tx 76013, usa"
122010807,120042560,235,430,2688,6/6/2012 12:00,7/18/2012 12:00,RBURGR,BURGLARY-RESIDENTIAL,807 BIGGS TE,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.098213,32.715947,"807 biggs terrace, arlington, tx 76010, usa"
122080769,120044075,427A,570,2723,7/26/2012 6:00,7/26/2012 17:45,RBURGR,BURGLARY-RESIDENTIAL,208 COLONY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.112739,32.642094,"208 colony drive, arlington, tx 76002, usa"
122110195,120044593,133,330,1806,7/27/2012 13:00,7/29/2012 5:00,RBURGR,BURGLARY-RESIDENTIAL,1715 JUSTIN LYN ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.133994,32.737725,"1715 justin lyn street, arlington, tx 76012, usa"
122110751,120044741,393,350,2750,7/28/2012 5:00,7/29/2012 21:55,RBURGR,BURGLARY-RESIDENTIAL,4909 GREEN OAKS BV,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.184465,32.666039,"4909 southwest green oaks boulevard, arlington, tx 76017, usa"
122120878,120044917,255,410,1257,7/30/2012 8:30,7/30/2012 10:00,RBURGR,BURGLARY-RESIDENTIAL,2503 GILBERT CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.06439,32.730108,"2503 gilbert circle, arlington, tx 76010, usa"
122130599,120045096,445A,580,1406,7/31/2012 14:45,,RBURGR,BURGLARY-RESIDENTIAL,6312 PLAINVIEW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.094696,32.643451,"6312 plainview drive, arlington, tx 76018, usa"
122140540,120045270,376,480,1546,8/1/2012 10:00,8/1/2012 12:00,RBURGR,BURGLARY-RESIDENTIAL,2315 JOANNA LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.068907,32.703614,"2315 joanna lane, arlington, tx 76014, usa"
122200594,120046560,423C,520,2710,8/6/2012 14:00,8/7/2012 14:00,RBURGR,BURGLARY-RESIDENTIAL,6710 GLADE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.146601,32.635086,"6710 glade drive, arlington, tx 76001, usa"
122240710,120047499,119,330,2550,8/11/2012 12:30,8/11/2012 17:00,RBURGR,BURGLARY-RESIDENTIAL,1600 PECAN CHASE CR,1,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.133191,32.749025,"1600 pecan chase circle, arlington, tx 76012, usa"
122270062,120047979,155,270,2524,8/13/2012 8:30,8/14/2012 1:15,RBURGR,BURGLARY-RESIDENTIAL,1261 ENCLAVE CR,2219,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.090656,32.7500134,"1261 enclave circle, arlington, tx 76011, usa"
122280323,120048289,405,320,1441,8/15/2012 9:00,8/15/2012 11:34,RBURGR,BURGLARY-RESIDENTIAL,5114 RIDGE POINTE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.206552,32.663609,"5114 ridge pointe drive, arlington, tx 76017, usa"
122330478,120049367,425A,530,2754,8/20/2012 11:00,8/20/2012 13:00,RBURGR,BURGLARY-RESIDENTIAL,6431 BROOKHAVEN TR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.119215,32.641692,"6431 brookhaven trail, arlington, tx 76001, usa"
122350481,120049709,416,530,1506,8/16/2012 11:59,8/22/2012 11:59,RBURGR,BURGLARY-RESIDENTIAL,5836 TINSLEY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.128862,32.650618,"5836 tinsley drive, arlington, tx 76017, usa"
122491013,120052782,417A,550,2315,9/5/2012 18:21,,RBURGR,BURGLARY-RESIDENTIAL,5408 YAUPON DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1076305,32.6571403,"5408 yaupon drive, arlington, tx 76018, usa"
122500068,120052820,256,420,2320,9/6/2012 1:19,,RBURGR,BURGLARY-RESIDENTIAL,2713 HOLIDAY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.060338,32.729297,"2713 holiday drive, arlington, tx 76010, usa"
122550026,120053845,453D,560,2641,9/8/2012 17:00,9/11/2012 0:01,RBURGR,BURGLARY-RESIDENTIAL,2429 BENNINGTON DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.06491,32.663105,"2429 bennington drive, arlington, tx 76018, usa"
122610674,120055193,225,360,2595,9/3/2012 12:00,9/17/2012 17:24,RBURGR,BURGLARY-RESIDENTIAL,1873 LARKSPUR DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.139087,32.714545,"1873 larkspur drive, arlington, tx 76013, usa"
122650060,120055833,113,250,2183,9/21/2012 0:15,9/21/2012 1:15,RBURGR,BURGLARY-RESIDENTIAL,101 ALTMAN CR,101,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.104998,32.756482,"101 altman circle, arlington, tx 76011, usa"
122670559,120056336,391,320,2750,9/23/2012 15:00,9/23/2012 15:43,RBURGR,BURGLARY-RESIDENTIAL,4820 CREST DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.197977,32.667992,"4820 crest drive, arlington, tx 76017, usa"
122680536,120056506,376,480,1587,9/24/2012 6:00,9/24/2012 14:09,RBURGR,BURGLARY-RESIDENTIAL,2450 SUNFLOWER DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.065044,32.7010357,"2450 sunflower drive, arlington, tx 76014, usa"
122680588,120056523,352,380,2651,9/24/2012 8:00,9/24/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,3200 FOX HILL DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.139023,32.694259,"3200 fox hill drive, arlington, tx 76015, usa"
122770222,120058273,225,360,720,10/2/2012 15:30,10/3/2012 8:00,RBURGR,BURGLARY-RESIDENTIAL,2410 LAKESIDE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.14752,32.714367,"2410 lakeside drive, arlington, tx 76013, usa"
122770493,120058340,390,320,2101,9/29/2012 18:30,10/1/2012 21:00,RBURGR,BURGLARY-RESIDENTIAL,5407 VICKSBURG DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.213793,32.658626,"5407 vicksburg drive, arlington, tx 76017, usa"
122790881,120058831,383,470,2600,10/4/2012 9:30,10/5/2012 13:00,RBURGR,BURGLARY-RESIDENTIAL,2215 NEWBURY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.07115,32.686741,"2215 newbury drive, arlington, tx 76014, usa"
122800433,120058990,302,350,2764,10/4/2012 23:00,10/6/2012 13:36,RBURGR,BURGLARY-RESIDENTIAL,2306 SMOKERISE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.186821,32.706295,"2306 smokerise drive, arlington, tx 76016, usa"
122850739,120059983,413B,550,2710,10/11/2012 13:00,10/11/2012 16:30,RBURGR,BURGLARY-RESIDENTIAL,925 THISTLE RIDGE LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.123728,32.665523,"925 thistle ridge lane, arlington, tx 76017, usa"
122860138,120060066,208,360,506,10/11/2012 17:00,10/12/2012 5:45,RBURGR,BURGLARY-RESIDENTIAL,2206 HUNTER VIEW CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.143437,32.723775,"2206 hunter view court, arlington, tx 76013, usa"
122910171,120061107,425B,530,1506,10/17/2012 1:30,10/17/2012 5:30,RBURGR,BURGLARY-RESIDENTIAL,6403 VIKING TR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1301189,32.641052,"6403 viking trail, arlington, tx 76001, usa"
122910525,120061204,135,260,2460,10/17/2012 14:10,,RBURGR,BURGLARY-RESIDENTIAL,511 MAGNOLIA ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1194484,32.7416867,"511 magnolia street, arlington, tx 76012, usa"
122970646,120062545,356A,380,1521,10/23/2012 7:30,10/23/2012 18:00,RBURGR,BURGLARY-RESIDENTIAL,3804 TWIN CREEK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.146403,32.684349,"3804 twin creek drive, arlington, tx 76015, usa"
123130661,120065717,445A,580,2689,11/8/2012 10:00,11/8/2012 15:48,RBURGR,BURGLARY-RESIDENTIAL,909 SPRINGLEAF LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0970339,32.644592,"909 springleaf lane, arlington, tx 76018, usa"
123150832,120066210,61,220,2552,11/3/2012 12:00,11/10/2012 22:30,RBURGR,BURGLARY-RESIDENTIAL,2408 RIVER ROCK CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.065144,32.789499,"2408 river rock circle, arlington, tx 76006, usa"
123160797,120066402,128,340,1349,11/11/2012 16:30,11/11/2012 22:35,RBURGR,BURGLARY-RESIDENTIAL,3211 W DIVISION ST,162,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.162131,32.73787,"3211 west division street, arlington, tx 76012, usa"
123170625,120066577,440B,570,2624,11/12/2012 8:00,11/12/2012 16:30,RBURGR,BURGLARY-RESIDENTIAL,7311 MARSLAND LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.119889,32.6255949,"7311 marsland lane, arlington, tx 76001, usa"
123330468,120069635,436,520,2022,11/28/2012 14:21,,RBURGR,BURGLARY-RESIDENTIAL,3309 S SHADY LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.16323,32.619076,"3309 shady lane south, arlington, tx 76001, usa"
123400068,120070904,374,470,2640,12/4/2012 18:00,12/5/2012 2:38,RBURGR,BURGLARY-RESIDENTIAL,1404 ROANOKE ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.089332,32.692735,"1404 roanoke street, arlington, tx 76014, usa"
123400651,120071033,416,530,2453,12/5/2012 8:00,12/5/2012 15:53,RBURGR,BURGLARY-RESIDENTIAL,945 FRESHWOOD CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.124244,32.657462,"945 freshwood court, arlington, tx 76017, usa"
123410345,120071185,423C,520,1808,11/30/2012 11:30,12/6/2012 11:30,RBURGR,BURGLARY-RESIDENTIAL,2805 POMPONESSETT DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.155309,32.636739,"2805 pomponessett drive, arlington, tx 76001, usa"
123420811,120071512,393,350,2101,12/7/2012 6:45,12/7/2012 18:15,RBURGR,BURGLARY-RESIDENTIAL,4406 GREY DAWN DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.185905,32.674048,"4406 grey dawn drive, arlington, tx 76017, usa"
123430158,120071581,206,340,1807,12/8/2012 5:20,12/8/2012 5:45,RBURGR,BURGLARY-RESIDENTIAL,2901 DUFF DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.152613,32.725309,"2901 duff drive, arlington, tx 76013, usa"
123430759,120071691,305,350,2755,12/7/2012 0:00,12/8/2012 17:25,RBURGR,BURGLARY-RESIDENTIAL,4700 ELKWOOD LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.180596,32.690102,"4700 elkwood lane, arlington, tx 76016, usa"
123440037,120071763,119,330,2490,12/6/2012 9:00,12/7/2012 20:00,RBURGR,BURGLARY-RESIDENTIAL,717 OAKWOOD LN,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.140063,32.744185,"717 oakwood lane, arlington, tx 76012, usa"
123440530,120071878,377,480,2695,12/8/2012 20:00,12/9/2012 4:00,RBURGR,BURGLARY-RESIDENTIAL,2711 MARTSY CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.063722,32.698348,"2711 martsy court, arlington, tx 76014, usa"
123450342,120072040,232,360,506,12/9/2012 22:00,12/10/2012 0:01,RBURGR,BURGLARY-RESIDENTIAL,1303 MARYDALE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.126032,32.718539,"1303 marydale drive, arlington, tx 76013, usa"
123460562,120072224,306,350,1835,12/11/2012 13:30,12/11/2012 13:45,RBURGR,BURGLARY-RESIDENTIAL,2617 WOODSIDE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.174558,32.70003,"2617 woodside drive, arlington, tx 76016, usa"
123470451,120072431,135,260,2552,12/12/2012 14:00,12/12/2012 14:45,RBURGR,BURGLARY-RESIDENTIAL,509 JEFFERSON ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1157979,32.7411368,"509 jefferson street, arlington, tx 76012, usa"
123490652,120072857,413B,550,2723,12/14/2012 7:25,12/14/2012 17:00,RBURGR,BURGLARY-RESIDENTIAL,811 EDGEMONT DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1177979,32.666051,"811 edgemont drive, arlington, tx 76017, usa"
123510166,120073174,445A,580,2724,12/2/2012 12:00,12/16/2012 3:00,RBURGR,BURGLARY-RESIDENTIAL,6405 MEADOW GLEN DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095179,32.642845,"6405 meadow glen drive, arlington, tx 76018, usa"
123520676,120073503,453D,560,2701,7/12/2012 12:45,7/17/2012 17:23,RBURGR,BURGLARY-RESIDENTIAL,5322 MANHASSETT DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0670346,32.660437,"5322 manhassett drive, arlington, tx 76018, usa"
123530649,120073689,376,480,2322,12/18/2012 8:00,12/18/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,2500 JOANNA CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069594,32.70321,"2500 joanna court, arlington, tx 76014, usa"
123530653,120073690,425B,530,2400,12/18/2012 7:30,12/18/2012 16:06,RBURGR,BURGLARY-RESIDENTIAL,1019 SILVER SPRUCE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.128532,32.638246,"1019 silver spruce drive, arlington, tx 76001, usa"
